"Proteins","Start.position","End.position","Intensity","Intensity.ST168.THF.A","Intensity.ST168.THF.O","Intensity.ST169.DMSO.A","Intensity.ST169.DMSO.O","Intensity.ST170.But.A","Intensity.ST170.But.O","Reverse","Potential.contaminant"
"P47160",90,99,1011300000,75620000,228650000,73018000,149870000,54112000,429970000,"",""
"P32608",304,325,217410000,0,122040000,0,51317000,0,44049000,"",""
"P54838",329,338,128090000,0,4019700,0,0,119510000,4559800,"",""
"P53549",97,110,547020000,0,0,0,197920000,172760000,176330000,"",""
"P53549",97,116,4699000,0,0,4699000,0,0,0,"",""
"Q08745",45,52,2736700000,671070000,38053000,814350000,2400800,1163300000,47496000,"",""
"P52593",334,348,0,0,0,0,0,0,0,"",""
"P43535",272,283,141540000,53441000,0,0,18287000,54324000,15486000,"",""
"P53090",102,119,3166600000,515120000,115480000,271190000,739300000,562540000,962980000,"",""
"P17121",183,197,9057400,0,0,9057400,0,0,0,"",""
"P00890",148,156,133810000,46692000,0,39294000,0,47824000,0,"",""
"P37898",561,581,240340000,78792000,0,85138000,0,76409000,0,"",""
"P11632",24,36,108490000,46724000,3625500,55017000,0,3126900,0,"",""
"P11632",24,40,7196700,0,0,0,0,0,7196700,"",""
"P53043",87,97,18023000,0,0,18023000,0,0,0,"",""
"P32337",33,72,36627000,0,29139000,0,0,0,7488300,"",""
"P40477",429,447,26148000,0,0,0,0,26148000,0,"",""
"P07991",273,311,1477200000,192200000,0,51987000,1101600000,107150000,24329000,"",""
"P32660",732,749,35567000,10249000,0,13853000,0,11464000,0,"",""
"P40303",7,28,1146300000,0,577760000,0,0,0,568530000,"",""
"P40303",7,29,3905600000,237040000,218360000,33777000,1724600000,80621000,1611200000,"",""
"P12683",652,666,26674000,0,0,0,26674000,0,0,"",""
"P12683",652,670,141580000,0,0,0,85888000,0,55691000,"",""
"Q04767",2,16,96254000,0,0,72442000,13998000,9812900,0,"",""
"P38427",47,72,14756000,0,0,9678500,0,5077100,0,"",""
"Q01476",584,604,13286000,4891200,0,8394700,0,0,0,"",""
"P35817",628,636,13334000,6532400,0,0,0,6561300,240010,"",""
"P00815",373,380,44228000,0,711450,0,0,43517000,0,"",""
"P17883",47,61,14150000,14150000,0,0,0,0,0,"",""
"P16474",318,326,71212000,46041000,597280,8401400,0,14098000,2074000,"",""
"P12684",648,662,2084600,0,0,0,0,0,2084600,"",""
"P12684",648,666,108390000,0,6048800,0,56682000,0,45663000,"",""
"P36016",746,758,12449000,0,0,12449000,0,0,0,"",""
"Q05775",156,166,38755000,3857500,0,0,0,33955000,941860,"",""
"Q05775",156,167,19219000,5040800,0,8567600,0,5610500,0,"",""
"P11633",67,79,4298400,0,0,4298400,0,0,0,"",""
"P11075",1292,1311,126120000,32762000,1457500,30073000,9879300,48091000,3856900,"",""
"P39077",128,137,323270000,70051000,6645600,88425000,41227000,72113000,44806000,"",""
"Q00416",915,929,4823900,0,0,0,0,4823900,0,"",""
"P07991",68,81,470690000,125140000,4548700,207920000,1950300,118460000,12676000,"",""
"P54113",408,425,1411600000,0,809610000,12256000,285250000,0,304490000,"",""
"P16550",228,243,127060000,65637000,0,61420000,0,0,0,"",""
"P16550",228,244,2054800000,541170000,39179000,312970000,480010000,326140000,355360000,"",""
"P22108",231,247,8539100,0,0,8539100,0,0,0,"",""
"P31539",11,20,559740000,93186000,14913000,139210000,130730000,101570000,80131000,"",""
"Q08217",322,334,50526000,0,0,3822900,16243000,16165000,14295000,"",""
"Q02939",386,409,64475000,0,0,0,0,0,64475000,"",""
"Q03690",1064,1087,529210000,103850000,0,39624000,167570000,89019000,129150000,"",""
"P11632",61,73,17618000,0,0,0,0,17618000,0,"",""
"Q08641",290,308,15515000,0,0,15515000,0,0,0,"",""
"P32916",365,380,273350000,0,0,0,0,0,273350000,"",""
"P48589",51,73,65671000,0,0,0,0,0,65671000,"",""
"P06103",98,105,249850000,90842000,2581900,80944000,1997900,67080000,6403300,"",""
"P39968",51,65,226660000,72248000,1679700,69361000,5417900,75761000,2188800,"",""
"Q12518",76,85,114510000,0,0,0,0,0,114510000,"",""
"P35180",120,136,864110000,163780000,0,119170000,227680000,147350000,206120000,"",""
"P36008",211,218,377700000,129570000,0,123250000,0,124880000,0,"",""
"P36008",211,219,254830000,52589000,873970,110870000,0,90494000,0,"",""
"P40093",216,225,234770000,72049000,0,83204000,0,79520000,0,"",""
"Q03705",171,179,0,0,0,0,0,0,0,"",""
"P38999",256,282,1505300000,64310000,0,95531000,1074400000,2.71e+08,0,"",""
"P17649",96,109,9119800,0,0,9119800,0,0,0,"",""
"P32915",231,238,76627000,38469000,2063000,0,1253400,26087000,8754300,"",""
"Q12166",495,505,40930000,18115000,0,22815000,0,0,0,"",""
"P00127",93,104,3574700,0,0,0,0,3574700,0,"",""
"P13188",53,63,121210000,37746000,0,39334000,0,44135000,0,"",""
"P17695",82,107,125290000,76215000,0,49079000,0,0,0,"",""
"P48164",57,72,1.0836e+10,803580000,1554200000,104550000,2.734e+09,195230000,5.445e+09,"",""
"P33309",349,373,577110000,0,266250000,0,310860000,0,0,"",""
"P06777",142,156,2036400,0,0,0,2036400,0,0,"",""
"P33892",1855,1862,72371000,0,0,69033000,795050,0,2543800,"",""
"P38120",234,243,198330000,0,70025000,2812000,40690000,0,84801000,"",""
"P33333",150,159,99771000,40132000,0,41900000,0,0,17739000,"",""
"P04147",141,156,3164300000,1.296e+09,0,854960000,0,1013300000,0,"",""
"P07273",155,162,80683000,26201000,0,30452000,0,24029000,0,"",""
"P17967",492,500,470650000,242690000,6883700,0,280950,213320000,7480000,"",""
"P40069",949,960,780130000,171900000,5967000,270890000,27197000,293370000,10812000,"",""
"P43616",280,299,155220000,13291000,5252400,84253000,15309000,37115000,0,"",""
"P47044",33,48,256890000,63962000,0,88894000,34412000,62587000,7037600,"",""
"Q01476",624,632,12763000,0,0,0,0,12763000,0,"",""
"P35844",263,276,36474000,36474000,0,0,0,0,0,"",""
"Q03280",1391,1401,23505000,0,0,0,0,0,23505000,"",""
"Q04600",246,255,12062000,12062000,0,0,0,0,0,"",""
"P11914",79,97,15138000,0,0,7548100,0,7589600,0,"",""
"Q12118",112,124,64628000,15108000,0,6701100,0,42819000,0,"",""
"P09436",768,783,681470000,0,681470000,0,0,0,0,"",""
"P47047",356,374,34432000,8878200,0,25554000,0,0,0,"",""
"P39007",549,556,4779200,0,0,0,0,4779200,0,"",""
"P13186",987,1011,5647600,0,0,5647600,0,0,0,"",""
"P32496",263,274,19651000,0,0,19651000,0,0,0,"",""
"P36114",38,60,16439000,0,0,8898500,0,7540900,0,"",""
"P36114",38,72,102310000,51467000,0,0,0,50847000,0,"",""
"P40047",78,91,70964000,29395000,1063700,39908000,0,0,596620,"",""
"P38631",260,275,4314800,2315300,0,0,0,1999400,0,"",""
"P38631",260,288,325790000,114930000,2771500,153650000,1687700,41698000,11053000,"",""
"P00899",416,427,0,0,0,0,0,0,0,"",""
"P00899",416,428,91749000,21824000,0,21611000,7440400,40873000,0,"",""
"P32501",556,574,135410000,0,0,59817000,0,75595000,0,"",""
"P38758",266,278,167240000,33324000,0,0,63725000,70188000,0,"",""
"P33297",169,188,75570000,30936000,0,44634000,0,0,0,"",""
"Q12230",71,79,20653000,16948000,0,0,0,0,3705000,"",""
"Q04894",201,211,113660000,13108000,986720,0,0,98376000,1189800,"",""
"P15705",534,568,3438400000,457910000,0,103310000,2462200000,414930000,0,"",""
"P40016",231,239,870150000,0,480850000,0,121710000,0,267580000,"",""
"",NA,NA,349110000,155130000,0,0,0,193980000,0,"+",""
"Q08225",285,303,14743000,0,0,0,0,14743000,0,"",""
"P22203",69,77,183450000,119670000,0,31354000,0,32424000,0,"",""
"Q04739",159,174,6116500,0,0,6116500,0,0,0,"",""
"P38992",337,347,15282000,0,0,3960500,0,11321000,0,"",""
"P42941",128,136,12036000,0,0,12036000,0,0,0,"",""
"Q12743",85,98,7706300,0,0,0,0,0,7706300,"",""
"P26637",994,1002,1.516e+09,120260000,430330000,0,502090000,0,463370000,"",""
"P32476",314,323,43967000,23083000,0,20884000,0,0,0,"",""
"P40989",279,307,47467000,14610000,0,17105000,0,15753000,0,"",""
"P39522",92,109,412890000,97573000,0,134120000,0,177580000,3617100,"",""
"Q06685",42,56,1421300,0,0,1421300,0,0,0,"",""
"P36059",318,327,11887000,0,0,5714400,0,6172600,0,"",""
"Q08601",199,205,14834000,0,0,14834000,0,0,0,"",""
"P34221",154,167,5034100,5034100,0,0,0,0,0,"",""
"P38716",340,352,1923300,0,0,0,0,0,1923300,"",""
"P53290",10,18,6439800,0,0,0,0,0,6439800,"",""
"P38011",230,249,6741900000,979740000,2085400000,1128900000,577140000,1348100000,622590000,"",""
"P53258",784,794,2344400,0,0,0,0,2344400,0,"",""
"P50947",209,222,5170300,1875000,0,1298600,0,1996700,0,"",""
"P49090",254,267,235030000,92451000,2709700,54502000,0,80856000,4508800,"",""
"P54885",39,56,308500000,62280000,0,192420000,0,53799000,0,"",""
"P27614",404,412,57341000,0,2748300,0,0,54593000,0,"",""
"P40098",229,244,1053000,1053000,0,0,0,0,0,"",""
"P32342",141,155,5839000,2892200,0,1268300,0,1678400,0,"",""
"P15646",273,288,541600000,162860000,4061800,201680000,6200800,159510000,7289300,"",""
"P32794",355,365,6324900,4041900,0,0,0,2283000,0,"",""
"P09440",51,59,13066000,13066000,0,0,0,0,0,"",""
"P32179",92,99,8988100,0,0,4264200,0,4724000,0,"",""
"P38968",918,928,33364000,0,0,33364000,0,0,0,"",""
"P32901",583,596,32874000,0,0,0,0,32874000,0,"",""
"P41058",47,54,198680000,0,3623000,0,0,188700000,6353200,"",""
"P41057",47,54,986120000,368600000,0,323570000,1131000,292830000,0,"",""
"P19097",1548,1562,145090000,73856000,0,34083000,0,37154000,0,"",""
"P39516",2,9,241240000,47557000,0,108530000,0,85154000,0,"",""
"P32657",1004,1016,27366000,0,0,18683000,0,8683100,0,"",""
"P53199",165,188,235150000,0,0,1.15e+08,0,120150000,0,"",""
"Q05905",63,92,317910000,0,194590000,123320000,0,0,0,"",""
"P14922",845,873,54245000,16732000,883190,23776000,0,12854000,0,"",""
"P35845",729,739,3939200,0,0,3939200,0,0,0,"",""
"Q04304",25,37,33974000,9133100,0,9217400,0,15624000,0,"",""
"P08539",23,35,12141000,0,0,12141000,0,0,0,"",""
"Q04213",55,68,2713300,0,0,0,0,2713300,0,"",""
"Q04636",390,424,208140000,0,137570000,0,0,0,70568000,"",""
"P53734",562,575,29717000,16003000,0,13714000,0,0,0,"",""
"P00330",31,39,4.6843e+10,1.0891e+10,492010000,1.5739e+10,334410000,1.8191e+10,1195500000,"",""
"P17255",422,430,86729000,0,2645000,84084000,0,0,0,"",""
"P17255",422,431,415640000,75808000,528960,171150000,0,168160000,0,"",""
"P53865",133,159,0,0,0,0,0,0,0,"",""
"P06105",545,553,259270000,147520000,5201100,106560000,0,0,0,"",""
"P34756",2150,2171,17921000,0,0,0,17921000,0,0,"",""
"Q12449",330,338,0,0,0,0,0,0,0,"",""
"P46655",188,198,567420000,0,0,0,0,535930000,31491000,"",""
"P54115",343,352,1571100000,579460000,19406000,612620000,1973900,334840000,22846000,"",""
"P07213",88,95,16086000,0,0,16086000,0,0,0,"",""
"P07213",88,103,27142000,0,0,18740000,0,8401800,0,"",""
"P40693",107,130,5519300,5519300,0,0,0,0,0,"",""
"P40693",107,132,10172000,0,0,10172000,0,0,0,"",""
"Q08965",331,342,4396900,4396900,0,0,0,0,0,"",""
"P40073",344,367,146670000,0,0,0,0,146670000,0,"",""
"P11938",155,166,11786000,3778500,0,4947400,0,3059600,0,"",""
"P26637",719,729,0,0,0,0,0,0,0,"",""
"P39522",401,420,307830000,119250000,2696100,24084000,13010000,142100000,6701400,"",""
"P48510",34,43,26902000,26902000,0,0,0,0,0,"",""
"P48415",2159,2178,39560000,0,0,0,39560000,0,0,"",""
"P41543",198,213,153690000,44847000,0,48720000,0,60122000,0,"",""
"P38777",99,122,472220000,117650000,0,66313000,185610000,102650000,0,"",""
"P22137",83,96,117970000,33893000,3748400,32619000,0,47711000,0,"",""
"P00330",262,276,1.788e+10,4319300000,203900000,6619400000,160900000,6263500000,313250000,"",""
"Q06338",120,128,3174700,0,3174700,0,0,0,0,"",""
"P16649",292,316,213080000,75600000,0,40055000,0,97426000,0,"",""
"P41810",437,449,49827000,48777000,0,0,0,0,1049500,"",""
"P41810",437,451,8353900,0,0,3330200,0,5023700,0,"",""
"P43588",183,194,366370000,46635000,0,146690000,67526000,102750000,2772000,"",""
"P19097",986,999,1296500000,288870000,7837100,346460000,0,649300000,4007600,"",""
"P32589",136,154,626620000,169050000,17222000,243850000,95758000,100730000,0,"",""
"P32589",136,162,106970000,16628000,0,15729000,59437000,15174000,0,"",""
"P53141",6,16,29239000,0,0,15050000,0,14188000,0,"",""
"P53141",6,17,107870000,34971000,0,37656000,0,35243000,0,"",""
"P12709",116,136,8.762e+09,3084100000,56242000,3085300000,38187000,2475100000,23115000,"",""
"P00925",80,88,1343700000,348740000,7971700,520140000,0,461530000,5339300,"",""
"Q07657",97,116,4730200,0,0,4730200,0,0,0,"",""
"P47818",88,99,11773000,0,0,0,0,10699000,1074300,"",""
"P32468",172,180,67504000,29968000,0,0,0,30580000,6956100,"",""
"P36022",3245,3266,10427000,0,0,10427000,0,0,0,"",""
"P42941",207,217,32300000,30268000,0,0,0,0,2032700,"",""
"P42941",207,221,34363000,19851000,0,0,0,14512000,0,"",""
"P53145",230,237,12499000,0,0,0,0,12499000,0,"",""
"P07256",129,141,13778000,0,0,0,0,13778000,0,"",""
"P07256",129,142,253810000,44399000,0,150600000,0,58806000,0,"",""
"P32565",351,358,75939000,23487000,0,29992000,0,22460000,0,"",""
"P06782",480,492,22332000,0,0,13696000,0,8636800,0,"",""
"Q03640",1454,1469,33222000,0,0,0,0,31571000,1651100,"",""
"P40185",42,68,3344600000,1043900000,27631000,1121500000,0,1125200000,26388000,"",""
"P40185",42,77,207780000,75196000,0,68807000,0,63776000,0,"",""
"P16451",338,369,284460000,96179000,0,58648000,0,129640000,0,"",""
"Q12154",105,147,37147000,0,0,0,37147000,0,0,"",""
"Q03558",155,164,13322000,10214000,0,2639100,0,469330,0,"",""
"Q03558",155,168,305660000,59655000,0,72054000,0,173950000,0,"",""
"P39001",748,766,920650,0,0,376210,0,544440,0,"",""
"Q04119",288,298,12671000,5952400,0,0,0,6718200,0,"",""
"P54839",317,332,2345400000,463430000,35631000,286960000,987670000,425020000,146680000,"",""
"P28241",308,348,5003300000,0,3737400000,0,275440000,0,990440000,"",""
"Q99189",616,642,193690000,0,193690000,0,0,0,0,"",""
"Q04951",344,354,25401000,0,0,9856700,0,15544000,0,"",""
"P00890",315,325,157340000,0,0,0,0,157340000,0,"",""
"P38928",423,442,0,0,0,0,0,0,0,"",""
"P22276",79,94,28577000,0,0,0,0,28577000,0,"",""
"P11938",44,61,3875500,1975800,0,1899800,0,0,0,"",""
"P32492",157,171,13677000,7801900,0,5874800,0,0,0,"",""
"P46683",76,83,0,0,0,0,0,0,0,"",""
"P53953",49,66,6399200,0,0,0,0,6399200,0,"",""
"P23254",26,49,872670000,79472000,0,118220000,573470000,101510000,0,"",""
"P05626",50,65,205480000,67036000,5996200,62061000,0,70390000,0,"",""
"P14922",788,812,5338900,0,1049500,4289400,0,0,0,"",""
"P34216",1085,1102,0,0,0,0,0,0,0,"",""
"P32386",942,951,3883900,0,0,0,0,3883900,0,"",""
"P38788",264,271,7750900,7750900,0,0,0,0,0,"",""
"P48415",1631,1667,19864000,0,0,9007300,0,10857000,0,"",""
"P09032",148,157,25401000,13239000,0,0,0,12163000,0,"",""
"Q99247",769,780,3235300,3235300,0,0,0,0,0,"",""
"Q05871",247,257,22859000,8200700,0,9991800,0,4666900,0,"",""
"P29469",191,205,27936000,6331400,0,12367000,0,9237000,0,"",""
"P40529",86,99,11730000,0,0,0,0,11730000,0,"",""
"P38972",210,235,3704200000,0,1470800000,0,1781900000,0,451480000,"",""
"P38972",210,236,881410000,0,416280000,0,312460000,0,152670000,"",""
"P40069",550,561,414820000,101570000,1540900,133530000,0,175040000,3139400,"",""
"P39682",317,326,2807700,0,0,2807700,0,0,0,"",""
"P38985",2,15,16301000,16301000,0,0,0,0,0,"",""
"Q12246",200,218,38443000,11641000,0,15890000,0,10912000,0,"",""
"Q08232",244,260,8071000,0,0,8071000,0,0,0,"",""
"P07264",561,571,283790000,154790000,7914000,112270000,0,0,8823000,"",""
"Q12154",221,227,85171000,0,0,0,0,85171000,0,"",""
"P19524",850,857,26011000,11748000,0,0,0,14263000,0,"",""
"Q05518",329,340,9147600,0,0,9147600,0,0,0,"",""
"P38439",157,172,9350200,0,0,0,0,9350200,0,"",""
"P11154",146,178,202290000,11053000,0,0,119550000,0,71688000,"",""
"P32327",147,179,297250000,0,0,0,167930000,0,129320000,"",""
"P38777",35,50,55615000,50504000,0,0,0,0,5110900,"",""
"Q12168",31,47,8175000,4748900,0,0,0,3426100,0,"",""
"P07245",156,164,295420000,150730000,6565400,0,0,138120000,0,"",""
"P12945",160,175,100800000,41344000,1051000,58406000,0,0,0,"",""
"Q04410",238,249,7592800,0,0,0,0,7592800,0,"",""
"Q01532",140,158,239100000,0,0,98158000,0,140950000,0,"",""
"P29547",226,235,20364000,20364000,0,0,0,0,0,"",""
"Q02642",132,157,839620000,771990000,0,39778000,7994500,19865000,0,"",""
"Q06525",396,413,47369000,0,0,0,19041000,28328000,0,"",""
"Q12078",413,430,35866000,34038000,1827700,0,0,0,0,"",""
"P46672",136,147,79106000,50450000,931980,25696000,0,0,2028500,"",""
"P46672",136,154,11083000,9451900,0,0,0,1630900,0,"",""
"P46672",136,155,20146000,9734000,0,10412000,0,0,0,"",""
"P08018",206,214,5024100,0,0,0,0,5024100,0,"",""
"Q12211",395,412,193850000,0,0,0,0,0,193850000,"",""
"Q12211",395,413,315800000,0,0,0,0,0,315800000,"",""
"P37370",607,628,54836000,0,0,0,54836000,0,0,"",""
"Q03497",565,582,29032000,8563200,0,11422000,0,9046900,0,"",""
"Q12324",487,509,44545000,0,29904000,0,0,0,14641000,"",""
"Q06178",6,27,23284000,10065000,0,0,0,13219000,0,"",""
"P00401",494,510,22467000,0,0,0,0,22467000,0,"",""
"Q06440",70,78,9532000,0,0,0,0,0,9532000,"",""
"P60010",257,284,2.492e+10,2742500000,293890000,381800000,1.6223e+10,2892500000,2385700000,"",""
"P53886",998,1021,0,0,0,0,0,0,0,"",""
"P16387",43,78,63997000,0,0,63997000,0,0,0,"",""
"P23202",153,164,69601000,26658000,1897900,0,0,38754000,2290000,"",""
"P23301",115,132,102080000,33081000,1367900,37628000,0,28606000,1397000,"",""
"P23301",115,151,2506700000,0,1424800000,6005200,314970000,1894900,758970000,"",""
"P19211",115,151,188790000,0,108460000,0,47885000,0,32446000,"",""
"P23542",174,209,2431200000,255800000,537970000,0,1072100000,384040000,181250000,"",""
"P32485",184,193,20318000,0,0,17438000,2880000,0,0,"",""
"P46672",200,212,627170000,217820000,0,182580000,0,226760000,0,"",""
"P05694",278,292,575050000,142240000,18224000,202190000,73826000,127060000,11523000,"",""
"P52593",407,424,45344000,0,0,14992000,14578000,15773000,0,"",""
"Q03195",553,563,96680000,0,3049600,0,0,93631000,0,"",""
"P16649",230,247,60992000,35787000,0,22249000,0,2956300,0,"",""
"Q05022",1457,1466,175890000,50498000,3128300,78594000,0,38851000,4817500,"",""
"P39730",802,814,23326000,13705000,0,0,0,9620900,0,"",""
"P38972",612,625,350580000,69220000,721890,118370000,0,160880000,1392700,"",""
"P10363",327,350,8304400,0,0,8304400,0,0,0,"",""
"P38861",304,330,418090000,0,232470000,4529300,20359000,0,160740000,"",""
"P39730",523,531,13592000,0,0,0,13592000,0,0,"",""
"P19882",299,307,240100000,115490000,0,123770000,0,0,837750,"",""
"P23641",248,262,147880000,0,0,0,121650000,0,26234000,"",""
"P06105",1057,1065,929390000,267530000,16005000,294650000,60483000,262080000,28640000,"",""
"Q12460",2,19,1.938e+09,101070000,1539300000,56531000,0,31518000,209580000,"",""
"P53943",298,307,169150000,0,78749000,0,31016000,0,59385000,"",""
"P53943",298,308,1739500,0,0,0,1739500,0,0,"",""
"Q06214",26,53,489700000,0,274530000,0,0,0,215170000,"",""
"P38885",171,184,174510000,0,0,0,0,0,174510000,"",""
"P40474",259,268,379220000,19366000,57935000,0,129220000,6630800,166070000,"",""
"P46655",11,23,9625800000,0,3077400000,77122000,2351900000,118800000,4000600000,"",""
"P15442",1069,1083,14034000,6753000,0,0,0,7281300,0,"",""
"P38328",20,31,24569000,24569000,0,0,0,0,0,"",""
"P38249",273,288,0,0,0,0,0,0,0,"",""
"P53313",455,471,495590000,0,0,0,181120000,0,314470000,"",""
"P33299",12,38,12571000,12571000,0,0,0,0,0,"",""
"P22203",167,181,1649700000,415610000,16185000,410460000,639410000,131170000,36818000,"",""
"P22203",167,196,104450000,8781500,6799700,0,88873000,0,0,"",""
"P22203",167,206,578230000,0,281930000,0,204240000,0,92061000,"",""
"P36421",89,97,263460000,104730000,0,158730000,0,0,0,"",""
"Q04305",13,25,98491000,31212000,1021400,37710000,0,27122000,1425400,"",""
"P32599",338,348,65550000,25692000,3917500,0,3761200,28043000,4137200,"",""
"Q12024",278,313,586890000,43896000,30322000,0,406130000,62659000,43884000,"",""
"P33201",131,145,190030000,0,0,10388000,92023000,13781000,73840000,"",""
"P39958",287,300,639080000,148330000,9338900,142850000,148350000,150620000,39588000,"",""
"P38765",125,143,32757000,0,0,18154000,0,14603000,0,"",""
"P38428",119,141,5971500,0,0,5971500,0,0,0,"",""
"P39109",1036,1048,97294000,0,0,0,60579000,0,36716000,"",""
"P38902",27,47,745060000,0,0,0,704620000,0,40439000,"",""
"P47104",1309,1324,2900000,0,0,2900000,0,0,0,"",""
"P53145",321,349,32934000,32934000,0,0,0,0,0,"",""
"P48445",270,285,44535000,0,0,0,28756000,15778000,0,"",""
"P32875",248,261,75182000,0,0,8352200,66830000,0,0,"",""
"P53094",655,681,0,0,0,0,0,0,0,"",""
"P38249",2,13,65493000,0,0,0,0,65493000,0,"",""
"P27692",446,458,1022800000,80492000,72729000,0,500440000,12278000,356900000,"",""
"P53954",446,454,5621500,0,0,5621500,0,0,0,"",""
"P32521",1309,1338,34688000,0,0,8215100,0,26473000,0,"",""
